return_rate,wardrobe_score,wardrobe_flags,batch_defect_rate,price,cost_price,days_since_delivery,photos_provided,category,stated_reason,claimed_condition,customer_comment,salvage_rate,is_abuse
0.13837032061406182,0.1420771508338679,0,0.012810243034842773,126.12184584134422,50.832208471173296,9,1,Apparel,WRONG_ITEM,UNOPENED,"Changed mind, found cheaper elsewhere",0.8049999999999999,0
0.6097953395205876,0.9724429553306848,3,0.017861954493335205,270.3128026737062,128.73045110958762,11,0,Home & Kitchen,DEFECTIVE,USED,"Wore to wedding party over the weekend, no longer needed",0.295,1
0.16306603463749672,0.12565927327629803,0,0.027307116538790775,611.3205248298822,237.83339284446973,5,0,Luxury Apparel,DOES_NOT_FIT,UNOPENED,Too loose around the waist,0.825,0
0.8251034518676774,0.7786162614834395,5,0.010486319328629076,788.7478632523147,304.0008861266052,13,0,Electronics,CHANGED_MIND,USED,"Wore to wedding party over the weekend, no longer needed",0.20499999999999996,1
0.18928254518352458,0.23848214425064684,0,0.03744593170661346,126.79364257024721,44.76973504188784,7,1,Home & Kitchen,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.815,0
0.9177433531644763,0.819891561528848,3,0.02933309638087339,1157.7991734235334,602.7524391907502,16,1,Electronics,DEFECTIVE,USED,"Used for Saturday dinner, slightly tight",0.18999999999999995,1
0.07300080057252543,0.09627443215048131,0,0.035534100145505704,407.6295259812821,156.4883836912322,4,0,Designer Handbags,DOES_NOT_FIT,UNOPENED,Too loose around the waist,0.83,0
0.12022422724250305,0.23403869354019524,0,0.030880893900249187,701.2709573036634,259.0742456190903,4,0,Designer Handbags,CHANGED_MIND,OPENED_LIKE_NEW,ISP provided complimentary router so unneeded,0.63,0
0.13070130080585057,0.24751346252606582,0,0.014202520457095722,641.2623967419346,336.967110647948,6,0,Luxury Apparel,DOES_NOT_FIT,OPENED_LIKE_NEW,"Sleeves are too long, otherwise nice fabric",0.62,0
0.1533383511957568,0.174253935248817,0,0.031074522519613276,123.86006658543268,50.623884380809464,13,0,Footwear,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.7849999999999999,0
0.16568500798613245,0.2025283486697952,0,0.03601216955740311,276.14115195302963,124.88993899633735,8,1,Footwear,CHANGED_MIND,UNOPENED,ISP provided complimentary router so unneeded,0.8099999999999999,0
0.08519711830933595,0.07982951789667753,0,0.1904938682322201,854.2815776189359,434.9647555873189,3,1,Luxury Apparel,DEFECTIVE,DAMAGED,Stopped powering on after 2 days,0.33499999999999996,0
0.18020096152716195,0.08449878921288395,0,0.021267488579198322,149.01905021540804,69.39161904932924,7,0,Electronics,CHANGED_MIND,UNOPENED,Ordered wrong color variant by accident,0.735,0
0.024672495593576472,0.04655980181324602,0,0.17224958790028802,103.79884433527822,48.5951574457289,3,1,Apparel,DEFECTIVE,OPENED_LIKE_NEW,Screen flickers and has green lines,0.635,0
0.5137251124725722,0.71045749284978,6,0.026452011213193162,457.8211440370649,171.87159826581708,22,0,Designer Handbags,DEFECTIVE,OPENED_LIKE_NEW,"Used for Saturday dinner, slightly tight",0.54,1
0.1140037868098648,0.1924983882746527,0,0.016474630824905294,762.5529519500403,279.9099254570042,12,1,Electronics,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.7100000000000001,0
0.029302709810349388,0.132838657892037,0,0.026219053648303195,200.2932229120068,99.18886269116025,2,0,Apparel,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.84,0
0.19565337430325624,0.12907508707529883,0,0.019688694188237377,962.4159859316962,388.97625270019165,5,1,Designer Handbags,WRONG_ITEM,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.625,0
0.09901485572701452,0.01961409533556649,0,0.010760522302463726,289.72831403642937,149.84633208954477,4,1,Home & Kitchen,CHANGED_MIND,UNOPENED,Ordered wrong color variant by accident,0.83,0
0.14527535709686565,0.10223823610356747,0,0.015198829602125374,68.02018673454867,27.21137908952212,14,1,Footwear,DOES_NOT_FIT,UNOPENED,Too loose around the waist,0.78,0
0.09139946641179567,0.07145959227000624,0,0.1922335540420143,364.7233204572937,197.305489310626,4,1,Designer Handbags,DEFECTIVE,DAMAGED,Missing power cable and scratches on lens,0.32999999999999996,0
0.11592659917044991,0.055435405251140074,0,0.18399252685983986,140.3900171676422,56.092297582479674,1,1,Home & Kitchen,DEFECTIVE,OPENED_LIKE_NEW,Zipper arrived broken and jammed,0.645,0
0.0840750821572271,0.18946152761609228,0,0.010431804658892676,56.91997613940197,20.44568550603621,13,1,Home & Kitchen,CHANGED_MIND,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.585,0
0.025294744301466117,0.08554605840110073,0,0.19962183609460402,590.0416417412972,218.05982036323374,1,1,Designer Handbags,DEFECTIVE,OPENED_LIKE_NEW,Stopped powering on after 2 days,0.645,0
0.10849085752102984,0.11836794269514142,0,0.015196056097300455,144.30920354044258,62.009801404751016,11,1,Footwear,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.7949999999999999,0
0.13085301764939897,0.15877341271691095,0,0.011359120293161336,128.0184690222796,60.830789804227756,11,0,Home & Kitchen,CHANGED_MIND,UNOPENED,Do not need this anymore,0.7949999999999999,0
0.1105645265444158,0.21412246029708057,0,0.02976080894856835,229.00393541445845,83.3834815694539,12,1,Electronics,DOES_NOT_FIT,OPENED_LIKE_NEW,"Sleeves are too long, otherwise nice fabric",0.5100000000000001,0
0.13563547007713683,0.006627827635405453,0,0.027573267438203895,1130.6670800529507,525.8674196874913,8,0,Electronics,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.73,0
0.08987058671717396,0.1608220546105883,0,0.0237475867147455,175.04461706188212,94.22528535756373,9,1,Apparel,CHANGED_MIND,OPENED_LIKE_NEW,Do not need this anymore,0.605,0
0.08949847480413937,0.24029764095597855,0,0.03716051925868191,267.11771635558387,97.1967271830997,4,0,Luxury Apparel,CHANGED_MIND,UNOPENED,Do not need this anymore,0.83,0
0.038140040247936796,0.004555456412887432,0,0.012833288822677851,832.287857162974,303.1506395432993,5,1,Designer Handbags,WRONG_ITEM,UNOPENED,Do not need this anymore,0.825,0
0.06146683193818897,0.08448753109694546,0,0.0839562290750904,248.97883271195735,101.17776601265963,3,0,Home & Kitchen,DEFECTIVE,DAMAGED,Left speaker makes a buzzing sound,0.33499999999999996,0
0.5531741724297453,0.8950864063019621,3,0.022578856935597677,1057.8675356913814,525.7751962253651,5,0,Electronics,DEFECTIVE,USED,"Tags removed for event photoshoot, want refund",0.24499999999999994,1
0.16462656746927276,0.07050864314282662,0,0.015323186313391685,910.7131119033957,465.70858440415947,7,1,Designer Handbags,CHANGED_MIND,UNOPENED,"Changed mind, found cheaper elsewhere",0.815,0
0.1982909255601212,0.10315441922785662,0,0.021160542573783497,238.51356420404912,99.73700088723827,6,1,Apparel,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.82,0
0.18753631860864167,0.21460318796075295,0,0.022869820821250553,231.48954364266177,115.95509739106873,5,1,Footwear,CHANGED_MIND,UNOPENED,ISP provided complimentary router so unneeded,0.825,0
0.038562296390467876,0.22563822666989167,0,0.025157571173435714,998.6906606849802,413.4678407407883,14,1,Electronics,WRONG_ITEM,OPENED_LIKE_NEW,Do not need this anymore,0.5000000000000001,0
0.1811941811293161,0.09730041968354078,0,0.01032512954440895,1090.2430926463458,401.4900161895653,10,1,Luxury Apparel,WRONG_ITEM,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.6,0
0.6436911369156867,0.9660173507742253,5,0.029012142938751116,705.1879502230119,335.92858028298275,4,0,Electronics,DEFECTIVE,USED,"Dress worn once for gala evening, return please",0.24999999999999994,1
0.07829791785718157,0.029321077169806455,0,0.1358729727128857,820.1214090493646,410.4501850103342,4,1,Designer Handbags,DEFECTIVE,DAMAGED,Left speaker makes a buzzing sound,0.32999999999999996,0
0.12290527568436031,0.0789618142794554,0,0.09550503751827737,160.9655837932099,58.19095020932195,1,1,Footwear,DEFECTIVE,DAMAGED,Screen flickers and has green lines,0.345,0
0.11891519881827241,0.11038262534334425,0,0.036631125482748994,447.06141456041127,166.9387242886424,13,0,Electronics,CHANGED_MIND,UNOPENED,ISP provided complimentary router so unneeded,0.705,0
0.045738502769510456,0.19037765792936806,0,0.028546541899487833,157.30230430243668,57.70184538773431,10,1,Electronics,DOES_NOT_FIT,OPENED_LIKE_NEW,"Sleeves are too long, otherwise nice fabric",0.52,0
0.1461744436626416,0.018190751591048382,0,0.034655801778710686,859.2409835015357,314.71398548261675,5,0,Luxury Apparel,DOES_NOT_FIT,UNOPENED,"Sleeves are too long, otherwise nice fabric",0.825,0
0.035270788535334545,0.24665989462529386,0,0.021228123872683607,469.9448905975935,240.8749124516774,3,0,Luxury Apparel,WRONG_ITEM,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.635,0
0.19050474392909458,0.24650026595571772,0,0.032601345557768245,476.4611192158623,174.71836071226667,12,1,Electronics,CHANGED_MIND,UNOPENED,Do not need this anymore,0.7100000000000001,0
0.15988644486693862,0.13960106243395126,0,0.022726660277409286,274.2474559010524,102.08573489038119,13,1,Apparel,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.7849999999999999,0
0.10867251877235466,0.002838411191854767,0,0.024059819259823787,40.48340081250527,15.131220949974255,7,0,Home & Kitchen,DOES_NOT_FIT,UNOPENED,"Size 9 fits too small, need half size up",0.815,0
0.041154724419878885,0.1623025755290159,0,0.0323813463779627,716.7077675127051,388.76702646528656,14,1,Electronics,CHANGED_MIND,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.5000000000000001,0
0.08747670431426674,0.07142802157046518,0,0.03605797384568381,86.48885559284948,46.93270248098868,7,1,Footwear,WRONG_ITEM,OPENED_LIKE_NEW,Do not need this anymore,0.615,0
0.02218780544416694,0.24246970667690976,0,0.011294797358517284,270.0643562669695,123.02517675879083,14,0,Apparel,CHANGED_MIND,UNOPENED,Do not need this anymore,0.78,0
0.14908542349550905,0.007379656473539886,0,0.17415522834822453,1164.3909413181548,529.3549076963096,3,0,Designer Handbags,DEFECTIVE,OPENED_LIKE_NEW,Stopped powering on after 2 days,0.635,0
0.13329175486434727,0.1739371722461543,0,0.023636231943033197,767.9673728975135,358.5354459289301,8,0,Luxury Apparel,WRONG_ITEM,UNOPENED,Do not need this anymore,0.8099999999999999,0
0.18220844188837804,0.011361595085364468,0,0.01842889568776691,1142.477321528808,603.288299189842,10,0,Luxury Apparel,CHANGED_MIND,UNOPENED,Ordered wrong color variant by accident,0.7999999999999999,0
0.10201821550142834,0.15503314945038418,0,0.01832143548943398,258.2205452795631,114.32448184162025,12,1,Designer Handbags,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.79,0
0.08360340104468952,0.14591402796271802,0,0.012332039108949545,292.95857210819577,160.31927853796955,8,1,Apparel,WRONG_ITEM,UNOPENED,Do not need this anymore,0.8099999999999999,0
0.8141727713088853,0.8501069825763536,3,0.016190552325726554,984.0022228600604,479.15617717193976,24,0,Electronics,DEFECTIVE,OPENED_LIKE_NEW,"Tags removed for event photoshoot, want refund",0.45,1
0.04927104908208044,0.22773179612346062,0,0.03467611728769507,286.1949761552791,141.70769713407321,9,1,Footwear,CHANGED_MIND,OPENED_LIKE_NEW,Do not need this anymore,0.605,0
0.1304147352684422,0.10456075907265472,0,0.037981854500620395,263.1675696126123,94.48866686700636,12,1,Home & Kitchen,CHANGED_MIND,UNOPENED,Ordered wrong color variant by accident,0.79,0
0.024746055409505363,0.0941158417195124,0,0.03431659992345499,1185.2403100053357,450.4901410301844,12,1,Electronics,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.7100000000000001,0
0.12694352876338433,0.09522271415775538,0,0.0390974319344381,256.5827038623199,132.824075507848,14,1,Home & Kitchen,WRONG_ITEM,OPENED_LIKE_NEW,Ordered wrong color variant by accident,0.5800000000000001,0
0.10436476876309467,0.1037048755844163,0,0.018202212157921185,105.39557611507546,55.11603424527608,3,1,Luxury Apparel,CHANGED_MIND,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.635,0
0.16632218164341397,0.24992941832153265,0,0.03989910511221716,684.3007784990479,344.7490098474656,13,1,Electronics,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.705,0
0.19005783137883706,0.21241184766935287,0,0.01742044305229593,562.6311969597085,211.45474220495828,3,0,Electronics,CHANGED_MIND,UNOPENED,Do not need this anymore,0.755,0
0.19172918490657004,0.15154365861272,0,0.01685928416510388,819.1727939107938,387.98124541498936,7,1,Designer Handbags,CHANGED_MIND,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.615,0
0.08446928924591131,0.028389398049907255,0,0.030147195867783985,168.08461774854317,84.79258454300103,10,0,Apparel,DOES_NOT_FIT,UNOPENED,"Sleeves are too long, otherwise nice fabric",0.7999999999999999,0
0.11362943020015882,0.21304537507963503,0,0.026557205163234565,690.688046981048,362.8396493831653,13,0,Electronics,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.705,0
0.09262691591823148,0.03350380711266018,0,0.010863480289400169,232.6627453102452,110.29654549059855,7,1,Apparel,CHANGED_MIND,OPENED_LIKE_NEW,Ordered wrong color variant by accident,0.615,0
0.8168358956446506,0.7596299652224949,2,0.012727429511735396,28.999783058667532,12.183316700225468,11,0,Apparel,CHANGED_MIND,USED,"Tags removed for event photoshoot, want refund",0.295,1
0.0966892992911023,0.039224404509973235,0,0.15437073674403395,1088.8240856127481,456.926218052719,2,1,Luxury Apparel,DEFECTIVE,OPENED_LIKE_NEW,Missing power cable and scratches on lens,0.64,0
0.11251810804876596,0.19591325318528577,0,0.021896283469638105,196.07384256266522,102.44323810904592,5,0,Footwear,CHANGED_MIND,UNOPENED,Ordered wrong color variant by accident,0.825,0
0.19091371225837558,0.036768370232259484,0,0.03779762875484483,160.331980596873,64.39716005970554,13,0,Home & Kitchen,DOES_NOT_FIT,OPENED_LIKE_NEW,"Sleeves are too long, otherwise nice fabric",0.585,0
0.10264443612288705,0.24500814382136926,0,0.024778542819786087,115.40669282906475,55.01208205653218,4,0,Apparel,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.83,0
0.06322621138007475,0.01896583202716598,0,0.013866391657319477,188.53317319101603,71.71434998168266,5,1,Designer Handbags,DOES_NOT_FIT,UNOPENED,"Size 9 fits too small, need half size up",0.825,0
0.04498889107689383,0.16021868620080365,0,0.015456402531974344,120.05850291406239,63.5538908047215,5,0,Apparel,CHANGED_MIND,UNOPENED,"Changed mind, found cheaper elsewhere",0.825,0
0.10531309524731704,0.1668894346302568,0,0.015169596136048895,263.0552618180581,94.2194825467444,1,0,Designer Handbags,CHANGED_MIND,UNOPENED,Do not need this anymore,0.845,0
0.041961558199381396,0.027859033903195864,0,0.11009178232704696,49.39319678319029,18.479337138193312,1,1,Home & Kitchen,DEFECTIVE,OPENED_LIKE_NEW,Left speaker makes a buzzing sound,0.645,0
0.10294017824589065,0.05158342960144813,0,0.020928095831442263,163.43974948508566,79.77150388717641,11,0,Home & Kitchen,WRONG_ITEM,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.595,0
0.5176904629284945,0.9238349116945319,3,0.022558007789818153,47.483733785939776,24.915461790713675,8,0,Apparel,DEFECTIVE,OPENED_LIKE_NEW,"Dress worn once for gala evening, return please",0.61,1
0.1857570320957264,0.015269489963715938,0,0.01830632944441611,246.70535194309187,123.26680723226804,7,1,Footwear,CHANGED_MIND,UNOPENED,"Changed mind, found cheaper elsewhere",0.815,0
0.5830344587103697,0.7586178105342789,3,0.01740944205582764,158.24382092753086,74.95233679536213,24,0,Home & Kitchen,DEFECTIVE,OPENED_LIKE_NEW,"Dress worn once for gala evening, return please",0.53,1
0.6660111378063975,0.8295097205172814,2,0.02494941876267513,35.087880794914426,14.052253760495137,27,0,Apparel,DEFECTIVE,USED,"Used for Saturday dinner, slightly tight",0.21499999999999997,1
0.14840292545921943,0.22380170942179983,0,0.025350323263469983,171.3312084479618,63.63830499971513,4,1,Apparel,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.83,0
0.10053422602822185,0.1331543166137558,0,0.01727411510904189,99.04188851107976,42.138048182718734,4,1,Apparel,WRONG_ITEM,OPENED_LIKE_NEW,Do not need this anymore,0.63,0
0.023612815599990747,0.08051979139579457,0,0.01634344020989634,419.896928526381,157.02147524516838,11,0,Luxury Apparel,CHANGED_MIND,UNOPENED,Do not need this anymore,0.7949999999999999,0
0.1802949105331811,0.14839811338851217,0,0.030373069574334687,955.4386367845124,429.64970988670996,2,1,Luxury Apparel,CHANGED_MIND,UNOPENED,"Changed mind, found cheaper elsewhere",0.84,0
0.03564565185573627,0.13427663545463694,0,0.02760523354062637,904.7097900538228,394.75375000767434,12,1,Electronics,DOES_NOT_FIT,UNOPENED,"Sleeves are too long, otherwise nice fabric",0.7100000000000001,0
0.03658543936342329,0.02837759057987245,0,0.14172399038776795,202.62724136619033,94.05058113951313,2,1,Home & Kitchen,DEFECTIVE,DAMAGED,Zipper arrived broken and jammed,0.33999999999999997,0
0.08409741066161233,0.24662881219824492,0,0.028173244580706615,315.1830784137536,116.73010005462623,5,0,Luxury Apparel,WRONG_ITEM,OPENED_LIKE_NEW,ISP provided complimentary router so unneeded,0.625,0
0.039871688093963166,0.024595772838450814,0,0.10731583345412446,76.30593161410908,31.057966554111296,1,1,Footwear,DEFECTIVE,DAMAGED,Missing power cable and scratches on lens,0.345,0
0.05120724715305587,0.2241913561566063,0,0.012407012369849266,648.4332119014954,280.17461070134107,8,1,Designer Handbags,WRONG_ITEM,OPENED_LIKE_NEW,Do not need this anymore,0.61,0
0.14770922019811883,0.011203890216805235,0,0.14763545183777607,1164.5857025994278,609.1964407726102,4,0,Designer Handbags,DEFECTIVE,DAMAGED,Missing power cable and scratches on lens,0.32999999999999996,0
0.16707297277087038,0.06447570676123496,0,0.015126627621701975,815.62613511234,437.0738165049872,13,1,Luxury Apparel,DOES_NOT_FIT,UNOPENED,Did not fit my shoulders properly,0.7849999999999999,0
0.12021732074250738,0.14290317236747496,0,0.018399372809808523,932.6118025026468,361.3019723737431,11,0,Designer Handbags,WRONG_ITEM,UNOPENED,Do not need this anymore,0.7949999999999999,0
0.07826226255276388,0.1063591096541042,0,0.025228311360533648,91.66267641414707,34.18718688625102,10,1,Home & Kitchen,CHANGED_MIND,UNOPENED,"Changed mind, found cheaper elsewhere",0.7999999999999999,0
0.1299116076394939,0.07215763831006394,0,0.027437146642678364,219.06074971807467,97.75104468767557,8,1,Electronics,CHANGED_MIND,UNOPENED,"Changed mind, found cheaper elsewhere",0.73,0
0.11586609785928546,0.012955884205606727,0,0.020098128345817617,195.92102524921012,71.05565667525615,13,0,Luxury Apparel,WRONG_ITEM,UNOPENED,ISP provided complimentary router so unneeded,0.7849999999999999,0
0.19819284183019015,0.08058846124368074,0,0.03429623337563904,335.38315952596605,163.09701307508976,14,0,Designer Handbags,CHANGED_MIND,OPENED_LIKE_NEW,"Changed mind, found cheaper elsewhere",0.5800000000000001,0
